timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-16T21:02:36,codecarbon,1b35e838-2625-465d-95a5-5aa321632070,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59.577503100001195,0.00031616503355997786,5.306785566848831e-06,32.5,15.7877103067008,5.7649827003479,0.0005377625770833547,0.00025977159670598216,9.532760247343933e-05,0.0008928617762627763,Argentina,ARG,cordoba,,,Windows-11-10.0.26100-SP0,3.13.2,2.8.4,12,AMD Ryzen 5 5600G with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Ti,-64.1849,-31.4057,15.373287200927734,machine,N,1.0
